localidade;nome_localidade;idade_calculada;renda_ind
5249;Padre Bernardo;60;1412
5333;Arniqueira;39;450
5244;Cristalina;51;2824
5249;Padre Bernardo;68;1320
5249;Padre Bernardo;89;2640
5301;Plano Piloto;54;2200
5246;Formosa;69;1412
5320;Águas Claras;72;1412
5320;Águas Claras;70;6000
5335;Água Quente;44;600
5334;Arapoanga;49;250
5306;Planaltina;37;1320
5245;Cocalzinho de Goiás;74;3200
5250;Planaltina de Goiás;45;4300
5314;São Sebastião;82;1412
5314;São Sebastião;77;1412
5244;Cristalina;63;1412
5303;Taguatinga;82;1320
5303;Taguatinga;72;1320
5301;Plano Piloto;44;14100
5250;Planaltina de Goiás;31;2700
5250;Planaltina de Goiás;78;2640
5250;Planaltina de Goiás;39;1700
5336;Área Rural;70;1412
5244;Cristalina;85;3000
5324;Park Way;66;15000
5324;Park Way;69;15000
5309;Ceilândia;86;2660
5312;Samambaia;53;3000
5304;Brazlândia;57;2000
5317;Riacho Fundo;68;1485
5244;Cristalina;77;1412
5332;Sol Nascente / Pôr do Sol;65;1302
5324;Park Way;68;14000
5324;Park Way;64;8000
5249;Padre Bernardo;28;600
5251;Santo Antônio do Descoberto;68;3050
5316;Lago Sul;82;5000
5317;Riacho Fundo;30;8000
5304;Brazlândia;36;1000
5314;São Sebastião;16;1300
5248;Novo Gama;18;600
5244;Cristalina;70;1412
5243;Cidade Ocidental;34;1050
5247;Luziânia;65;1320
5249;Padre Bernardo;80;6000
5325;SCIA;51;670
5317;Riacho Fundo;33;9400
5304;Brazlândia;30;658
5325;SCIA;33;425
5336;Área Rural;50;1412
5308;Núcleo Bandeirante;73;6000
5316;Lago Sul;77;6000
5316;Lago Sul;72;30000
5317;Riacho Fundo;65;1400
5242;Alexânia;49;600
5334;Arapoanga;64;1320
5315;Recanto Das Emas;67;1412
5314;São Sebastião;35;400
5246;Formosa;76;2824
5246;Formosa;53;1412
5251;Santo Antônio do Descoberto;78;1420
5251;Santo Antônio do Descoberto;67;1420
5251;Santo Antônio do Descoberto;28;1400
5251;Santo Antônio do Descoberto;21;3100
5303;Taguatinga;80;1320
5336;Área Rural;81;1412
5251;Santo Antônio do Descoberto;36;750
5245;Cocalzinho de Goiás;29;620
5321;Riacho Fundo II;66;2600
5241;Águas Lindas de Goiás;50;2300
5311;Cruzeiro;56;18000
5312;Samambaia;52;6000
5309;Ceilândia;42;2000
5309;Ceilândia;70;4000
5244;Cristalina;85;1420
5244;Cristalina;56;1420
5314;São Sebastião;17;600
5304;Brazlândia;62;3000
5304;Brazlândia;32;1412
5304;Brazlândia;42;1200
5306;Planaltina;55;600
5306;Planaltina;48;1320
5245;Cocalzinho de Goiás;70;2824
5247;Luziânia;72;700
5244;Cristalina;24;700
5249;Padre Bernardo;52;1320
5316;Lago Sul;77;8000
5319;Candangolândia;30;1500
5319;Candangolândia;57;250
5246;Formosa;22;600
5336;Área Rural;62;1912
5307;Paranoá;50;600
5334;Arapoanga;30;850
5242;Alexânia;53;600
5304;Brazlândia;79;3000
5315;Recanto Das Emas;67;1412
5245;Cocalzinho de Goiás;26;1600
5245;Cocalzinho de Goiás;14;100
5315;Recanto Das Emas;50;1670
5248;Novo Gama;32;890
5248;Novo Gama;36;1364
5310;Guará;65;14000
5310;Guará;63;8500
5308;Núcleo Bandeirante;24;8200
5308;Núcleo Bandeirante;44;5000
5331;Fercal;41;812
5306;Planaltina;64;2070
5246;Formosa;80;1412
5330;Vicente Pires;68;2824
5301;Plano Piloto;58;51000
5315;Recanto Das Emas;63;1412
5301;Plano Piloto;49;3100
5301;Plano Piloto;21;900
5332;Sol Nascente / Pôr do Sol;59;600
5332;Sol Nascente / Pôr do Sol;94;1320
5301;Plano Piloto;69;10000
5336;Área Rural;55;1412
5333;Arniqueira;41;3500
5313;Santa Maria;67;8000
5326;Sobradinho II;68;600
5306;Planaltina;30;950
5315;Recanto Das Emas;52;600
5247;Luziânia;76;1320
5247;Luziânia;58;650
5249;Padre Bernardo;60;1920
5249;Padre Bernardo;89;1320
5246;Formosa;60;1412
5307;Paranoá;84;1420
5307;Paranoá;58;1420
5333;Arniqueira;32;600
5314;São Sebastião;27;900
5314;São Sebastião;30;2400
5245;Cocalzinho de Goiás;56;650
5249;Padre Bernardo;77;1412
5315;Recanto Das Emas;69;3000
5301;Plano Piloto;44;24000
5309;Ceilândia;38;750
5304;Brazlândia;63;5000
5301;Plano Piloto;47;42000
5301;Plano Piloto;63;15000
5330;Vicente Pires;63;1400
5308;Núcleo Bandeirante;40;350
5308;Núcleo Bandeirante;12;400
5242;Alexânia;52;1650
5301;Plano Piloto;56;6700
5301;Plano Piloto;58;12000
5313;Santa Maria;74;1300
5314;São Sebastião;45;1100
5321;Riacho Fundo II;65;1320
5321;Riacho Fundo II;80;1320
5309;Ceilândia;89;4450
5242;Alexânia;58;1
5305;Sobradinho;78;4000
5323;Varjão;27;2100
5325;SCIA;49;700
5324;Park Way;63;29000
5324;Park Way;63;6000
5246;Formosa;56;520
5330;Vicente Pires;68;1412
5330;Vicente Pires;59;4000
5330;Vicente Pires;86;2824
5243;Cidade Ocidental;41;1200
5244;Cristalina;29;1000
5324;Park Way;58;10000
5324;Park Way;56;6000
5301;Plano Piloto;21;2400
5331;Fercal;51;250
5331;Fercal;52;1320
5331;Fercal;53;1320
5301;Plano Piloto;51;30000
5334;Arapoanga;21;750
5325;SCIA;42;690
5246;Formosa;12;1400
5243;Cidade Ocidental;42;600
5250;Planaltina de Goiás;46;1100
5318;Lago Norte;49;600
5335;Água Quente;22;850
5323;Varjão;32;600
5249;Padre Bernardo;42;1720
5309;Ceilândia;23;2600
5244;Cristalina;34;750
5249;Padre Bernardo;26;712
5335;Água Quente;28;600
5244;Cristalina;32;650
5244;Cristalina;56;2824
5316;Lago Sul;62;16000
5243;Cidade Ocidental;42;600
5311;Cruzeiro;39;200
5323;Varjão;47;1320
5242;Alexânia;89;1412
5250;Planaltina de Goiás;68;1320
5244;Cristalina;36;3412
5335;Água Quente;44;850
5336;Área Rural;52;550
5317;Riacho Fundo;25;750
5323;Varjão;61;600
5249;Padre Bernardo;47;1780
5249;Padre Bernardo;17;240
5301;Plano Piloto;76;7000
5310;Guará;69;2200
5330;Vicente Pires;98;1412
5324;Park Way;22;700
5316;Lago Sul;78;39000
5316;Lago Sul;69;12000
5311;Cruzeiro;63;9000
5311;Cruzeiro;61;9000
5331;Fercal;56;1420
5307;Paranoá;32;600
5331;Fercal;16;1400
5242;Alexânia;78;1412
5242;Alexânia;79;1412
5318;Lago Norte;68;5800
5249;Padre Bernardo;50;1320
5301;Plano Piloto;67;13000
5336;Área Rural;25;750
5309;Ceilândia;34;1350
5328;Itapoã;53;300
5324;Park Way;51;18000
5320;Águas Claras;34;1000
5301;Plano Piloto;65;10000
5301;Plano Piloto;61;8000
5322;Sudoeste e Octogonal;41;15000
5323;Varjão;38;1560
5323;Varjão;36;8000
5326;Sobradinho II;42;600
5330;Vicente Pires;50;1412
5321;Riacho Fundo II;55;5000
5321;Riacho Fundo II;25;2900
5334;Arapoanga;30;1320
5317;Riacho Fundo;69;1800
5321;Riacho Fundo II;64;1320
5247;Luziânia;70;2400
5247;Luziânia;69;1320
5242;Alexânia;43;700
5333;Arniqueira;79;1412
5333;Arniqueira;58;1412
5241;Águas Lindas de Goiás;70;1412
5304;Brazlândia;73;1412
5246;Formosa;34;325
5249;Padre Bernardo;35;1412
5247;Luziânia;26;750
5244;Cristalina;48;350
5244;Cristalina;14;742
5325;SCIA;26;600
5243;Cidade Ocidental;44;600
5246;Formosa;65;5000
5246;Formosa;64;1412
5314;São Sebastião;59;1412
5303;Taguatinga;60;7000
5301;Plano Piloto;77;7000
5301;Plano Piloto;71;4000
5325;SCIA;56;650
5312;Samambaia;84;1660
5311;Cruzeiro;68;2000
5301;Plano Piloto;62;2600
5332;Sol Nascente / Pôr do Sol;35;426
5242;Alexânia;62;1412
5331;Fercal;68;1400
5242;Alexânia;29;1412
5315;Recanto Das Emas;31;4100
5309;Ceilândia;70;1320
5304;Brazlândia;38;1400
5248;Novo Gama;46;1320
5301;Plano Piloto;81;1400
5306;Planaltina;27;2070
5301;Plano Piloto;87;2824
5335;Água Quente;60;1500
5252;Valparaíso de Goiás;64;1320
5321;Riacho Fundo II;48;650
5301;Plano Piloto;74;6000
5330;Vicente Pires;38;800
5330;Vicente Pires;65;1412
5310;Guará;68;6000
5310;Guará;67;7500
5248;Novo Gama;69;4200
5244;Cristalina;45;650
5247;Luziânia;47;430
5303;Taguatinga;54;1320
5323;Varjão;72;2640
5247;Luziânia;25;750
5330;Vicente Pires;64;450
5330;Vicente Pires;62;1412
5325;SCIA;80;2824
5252;Valparaíso de Goiás;39;5500
5252;Valparaíso de Goiás;15;566
5252;Valparaíso de Goiás;14;566
5252;Valparaíso de Goiás;11;566
5333;Arniqueira;44;3030
5325;SCIA;51;600
5249;Padre Bernardo;53;450
5321;Riacho Fundo II;51;1320
5321;Riacho Fundo II;55;1320
5326;Sobradinho II;22;600
5251;Santo Antônio do Descoberto;67;1400
5244;Cristalina;22;600
5244;Cristalina;21;600
5242;Alexânia;71;2824
5308;Núcleo Bandeirante;26;640
5331;Fercal;48;1320
5316;Lago Sul;80;2000
5316;Lago Sul;79;2100
5247;Luziânia;44;600
5304;Brazlândia;70;4000
5319;Candangolândia;32;1200
5312;Samambaia;55;600
5324;Park Way;20;500
5249;Padre Bernardo;53;1000
5248;Novo Gama;24;1320
5249;Padre Bernardo;51;500
5241;Águas Lindas de Goiás;22;300
5309;Ceilândia;66;1312
5323;Varjão;44;1300
5243;Cidade Ocidental;80;1320
5243;Cidade Ocidental;83;1320
5321;Riacho Fundo II;48;5500
5314;São Sebastião;42;1
5314;São Sebastião;17;1
5305;Sobradinho;71;1320
5243;Cidade Ocidental;68;1320
5311;Cruzeiro;64;2000
5241;Águas Lindas de Goiás;47;1750
5319;Candangolândia;40;520
5319;Candangolândia;24;2808
5247;Luziânia;28;1100
5306;Planaltina;55;6000
5243;Cidade Ocidental;48;600
5335;Água Quente;18;1420
5319;Candangolândia;26;3150
5252;Valparaíso de Goiás;68;9900
5247;Luziânia;74;5126
5243;Cidade Ocidental;47;4600
5329;SIA;80;1412
5331;Fercal;34;750
5319;Candangolândia;70;1000
5245;Cocalzinho de Goiás;15;112
5247;Luziânia;60;400
5312;Samambaia;48;2012
5310;Guará;66;2000
5301;Plano Piloto;50;3550
5243;Cidade Ocidental;47;650
5251;Santo Antônio do Descoberto;74;1412
5321;Riacho Fundo II;57;2900
5242;Alexânia;48;400
5242;Alexânia;83;1412
5332;Sol Nascente / Pôr do Sol;54;600
5336;Área Rural;81;1412
5330;Vicente Pires;57;16000
5330;Vicente Pires;64;110
5330;Vicente Pires;22;1412
5247;Luziânia;59;1320
5248;Novo Gama;44;1320
5332;Sol Nascente / Pôr do Sol;53;250
5309;Ceilândia;26;900
5301;Plano Piloto;87;1250
5314;São Sebastião;89;4000
5243;Cidade Ocidental;64;3000
5243;Cidade Ocidental;78;1320
5312;Samambaia;58;10700
5245;Cocalzinho de Goiás;37;950
5248;Novo Gama;74;2640
5315;Recanto Das Emas;82;1412
5314;São Sebastião;60;1320
5324;Park Way;26;8500
5323;Varjão;41;700
5308;Núcleo Bandeirante;46;250
5327;Jardim Botânico;63;10000
5244;Cristalina;39;850
5302;Gama;50;2000
5301;Plano Piloto;71;4500
5301;Plano Piloto;71;5100
5245;Cocalzinho de Goiás;62;1712
5244;Cristalina;64;1412
5314;São Sebastião;23;1000
5313;Santa Maria;43;12500
5333;Arniqueira;65;3980
5302;Gama;37;1412
5302;Gama;22;1844
5302;Gama;53;2000
5321;Riacho Fundo II;42;650
5309;Ceilândia;71;1320
5323;Varjão;38;1200
5314;São Sebastião;53;2824
5301;Plano Piloto;48;28000
5305;Sobradinho;67;1600
5244;Cristalina;20;900
5329;SIA;66;1412
5325;SCIA;35;800
5312;Samambaia;16;255
5302;Gama;68;8000
5306;Planaltina;72;1320
5324;Park Way;74;4600
5326;Sobradinho II;57;3500
5326;Sobradinho II;81;10000
5326;Sobradinho II;60;20000
5244;Cristalina;73;1412
5244;Cristalina;62;1412
5307;Paranoá;87;3100
5307;Paranoá;47;700
5310;Guará;63;5600
5334;Arapoanga;28;1320
5243;Cidade Ocidental;32;13020
5328;Itapoã;41;700
5314;São Sebastião;66;1500
5313;Santa Maria;54;10000
5313;Santa Maria;85;1320
5317;Riacho Fundo;52;8600
5328;Itapoã;42;6800
5334;Arapoanga;36;800
5334;Arapoanga;35;1000
5242;Alexânia;49;600
5314;São Sebastião;29;750
5331;Fercal;25;1550
5249;Padre Bernardo;17;1544
5301;Plano Piloto;41;27100
5247;Luziânia;22;1320
5316;Lago Sul;78;27000
5246;Formosa;65;1412
5243;Cidade Ocidental;54;2800
5243;Cidade Ocidental;65;1302
5248;Novo Gama;68;3290
5244;Cristalina;60;1412
5328;Itapoã;27;600
5321;Riacho Fundo II;71;1320
5243;Cidade Ocidental;18;750
5328;Itapoã;33;600
5334;Arapoanga;28;800
5301;Plano Piloto;82;18000
5305;Sobradinho;80;1420
5330;Vicente Pires;74;4824
5330;Vicente Pires;66;8000
5326;Sobradinho II;64;2900
5327;Jardim Botânico;49;10000
5311;Cruzeiro;69;1412
5311;Cruzeiro;49;1412
5335;Água Quente;32;750
5246;Formosa;41;870
5249;Padre Bernardo;28;1964
5249;Padre Bernardo;21;1770
5313;Santa Maria;68;1320
5246;Formosa;26;800
5310;Guará;55;1412
5314;São Sebastião;68;1412
5314;São Sebastião;68;1412
5301;Plano Piloto;56;13000
5242;Alexânia;70;1412
5331;Fercal;12;250
5251;Santo Antônio do Descoberto;69;2824
5310;Guará;72;6000
5308;Núcleo Bandeirante;51;950
5249;Padre Bernardo;60;1920
5243;Cidade Ocidental;68;2640
5247;Luziânia;35;800
5334;Arapoanga;39;350
5248;Novo Gama;56;1320
5247;Luziânia;70;1320
5247;Luziânia;74;1320
5247;Luziânia;23;1320
5301;Plano Piloto;51;25000
5301;Plano Piloto;86;1412
5304;Brazlândia;53;600
5315;Recanto Das Emas;68;1412
5246;Formosa;67;1412
5325;SCIA;40;350
5314;São Sebastião;26;1050
5311;Cruzeiro;55;2000
5328;Itapoã;49;3000
5321;Riacho Fundo II;55;600
5302;Gama;62;7000
5302;Gama;75;1320
5315;Recanto Das Emas;62;7000
5248;Novo Gama;52;600
5248;Novo Gama;24;50
5325;SCIA;39;5550
5242;Alexânia;40;650
5301;Plano Piloto;73;12000
5249;Padre Bernardo;63;250
5317;Riacho Fundo;47;1412
5331;Fercal;22;1150
5249;Padre Bernardo;62;1320
5242;Alexânia;29;700
5328;Itapoã;46;800
5305;Sobradinho;27;29000
5325;SCIA;71;2824
5325;SCIA;67;1412
5314;São Sebastião;55;3000
5249;Padre Bernardo;65;1412
5243;Cidade Ocidental;68;1320
5330;Vicente Pires;77;14000
5252;Valparaíso de Goiás;67;2500
5328;Itapoã;53;4000
5249;Padre Bernardo;16;112
5335;Água Quente;45;600
5249;Padre Bernardo;57;1412
5249;Padre Bernardo;60;1412
5246;Formosa;72;1320
5246;Formosa;68;1320
5248;Novo Gama;16;112
5334;Arapoanga;22;1100
5336;Área Rural;68;1412
5336;Área Rural;66;1412
5245;Cocalzinho de Goiás;79;2824
5311;Cruzeiro;77;10000
5243;Cidade Ocidental;46;700
5336;Área Rural;34;850
5249;Padre Bernardo;54;350
5249;Padre Bernardo;29;2500
5249;Padre Bernardo;10;300
5314;São Sebastião;56;1812
5314;São Sebastião;77;1412
5332;Sol Nascente / Pôr do Sol;52;2020
5314;São Sebastião;67;2000
5302;Gama;50;600
5302;Gama;55;1320
5302;Gama;23;500
5304;Brazlândia;78;3000
5308;Núcleo Bandeirante;25;2800
5328;Itapoã;79;40000
5328;Itapoã;69;4000
5326;Sobradinho II;25;750
5251;Santo Antônio do Descoberto;57;2000
5335;Água Quente;45;800
5317;Riacho Fundo;61;1320
5243;Cidade Ocidental;61;600
5247;Luziânia;44;1600
5252;Valparaíso de Goiás;68;2500
5325;SCIA;55;1600
5312;Samambaia;65;1320
5323;Varjão;74;1320
5304;Brazlândia;57;10000
5321;Riacho Fundo II;28;2100
5326;Sobradinho II;68;1320
5243;Cidade Ocidental;35;750
5301;Plano Piloto;62;23000
5330;Vicente Pires;83;1412
5301;Plano Piloto;72;8000
5301;Plano Piloto;71;7000
5335;Água Quente;37;850
5249;Padre Bernardo;46;400
5241;Águas Lindas de Goiás;76;1412
5241;Águas Lindas de Goiás;54;2310
5314;São Sebastião;18;1412
5307;Paranoá;64;600
5307;Paranoá;73;1420
5243;Cidade Ocidental;35;900
5303;Taguatinga;62;1320
5335;Água Quente;56;1200
5335;Água Quente;56;2000
5335;Água Quente;36;1500
5249;Padre Bernardo;23;1250
5313;Santa Maria;68;1300
5301;Plano Piloto;82;4300
5301;Plano Piloto;81;3000
5325;SCIA;31;800
5241;Águas Lindas de Goiás;70;1412
5311;Cruzeiro;80;8000
5330;Vicente Pires;19;1412
5330;Vicente Pires;45;1412
5330;Vicente Pires;46;2300
5251;Santo Antônio do Descoberto;69;1412
5301;Plano Piloto;36;10000
5312;Samambaia;46;625
5312;Samambaia;17;1240
5311;Cruzeiro;64;16000
5317;Riacho Fundo;55;2640
5319;Candangolândia;53;2604
5319;Candangolândia;73;2604
5305;Sobradinho;60;2000
5334;Arapoanga;78;1420
5324;Park Way;20;700
5324;Park Way;78;1400
5335;Água Quente;61;650
5336;Área Rural;64;1800
5308;Núcleo Bandeirante;89;1320
5242;Alexânia;45;600
5251;Santo Antônio do Descoberto;34;4300
5251;Santo Antônio do Descoberto;45;800
5306;Planaltina;76;1320
5306;Planaltina;53;1320
5309;Ceilândia;26;900
5247;Luziânia;61;800
5311;Cruzeiro;32;5900
5315;Recanto Das Emas;66;1412
5249;Padre Bernardo;28;710
5242;Alexânia;15;115
5325;SCIA;22;750
5316;Lago Sul;53;47800
5316;Lago Sul;50;29100
5334;Arapoanga;46;600
5328;Itapoã;29;1700
5247;Luziânia;68;1320
5247;Luziânia;76;1320
5335;Água Quente;48;1820
5335;Água Quente;18;1420
5304;Brazlândia;65;1200
5243;Cidade Ocidental;38;2300
5301;Plano Piloto;76;1420
5304;Brazlândia;45;1412
5326;Sobradinho II;71;35000
5249;Padre Bernardo;70;1420
5301;Plano Piloto;76;17500
5247;Luziânia;72;3600
5336;Área Rural;46;1206
5325;SCIA;43;250
5249;Padre Bernardo;23;740
5243;Cidade Ocidental;46;600
5248;Novo Gama;22;1320
5310;Guará;68;4700
5242;Alexânia;43;650
5326;Sobradinho II;36;800
5242;Alexânia;72;1412
5247;Luziânia;86;1320
5243;Cidade Ocidental;25;590
5309;Ceilândia;60;7500
5314;São Sebastião;57;600
5310;Guará;63;1400
5319;Candangolândia;69;1320
5319;Candangolândia;69;1320
5243;Cidade Ocidental;68;1750
5334;Arapoanga;52;10000
5334;Arapoanga;79;2824
5243;Cidade Ocidental;40;2200
5302;Gama;27;1400
5322;Sudoeste e Octogonal;59;157000
5322;Sudoeste e Octogonal;60;17000
5314;São Sebastião;61;600
5315;Recanto Das Emas;48;650
5312;Samambaia;67;1340
5330;Vicente Pires;47;650
5328;Itapoã;65;1320
5301;Plano Piloto;84;10000
5248;Novo Gama;83;6320
5327;Jardim Botânico;65;20000
5327;Jardim Botânico;66;20000
5248;Novo Gama;41;1300
5248;Novo Gama;17;200
5248;Novo Gama;14;200
5334;Arapoanga;18;2300
5312;Samambaia;28;2900
5249;Padre Bernardo;32;600
5309;Ceilândia;62;1320
5331;Fercal;44;1500
5335;Água Quente;58;1600
5301;Plano Piloto;72;10000
5312;Samambaia;65;1320
5308;Núcleo Bandeirante;78;2220
5244;Cristalina;72;2800
5246;Formosa;64;600
5245;Cocalzinho de Goiás;72;1412
5317;Riacho Fundo;63;1800
5247;Luziânia;40;700
5325;SCIA;20;250
5242;Alexânia;74;2824
5308;Núcleo Bandeirante;56;2000
5314;São Sebastião;54;1412
5305;Sobradinho;50;1420
5242;Alexânia;76;2832
5336;Área Rural;39;850
5249;Padre Bernardo;64;1320
5321;Riacho Fundo II;21;1400
5318;Lago Norte;80;25000
5252;Valparaíso de Goiás;79;1416
5252;Valparaíso de Goiás;67;1416
5328;Itapoã;30;600
5305;Sobradinho;74;12000
5318;Lago Norte;69;15000
5312;Samambaia;35;1050
5248;Novo Gama;44;1320
5333;Arniqueira;52;7000
5305;Sobradinho;70;1400
5243;Cidade Ocidental;62;6600
5243;Cidade Ocidental;72;1320
5325;SCIA;88;1320
5304;Brazlândia;29;950
5314;São Sebastião;34;702
5316;Lago Sul;72;10000
5316;Lago Sul;76;29000
5307;Paranoá;73;1302
5313;Santa Maria;84;2640
5309;Ceilândia;31;4300
5242;Alexânia;27;1412
5248;Novo Gama;43;500
5248;Novo Gama;19;1000
5304;Brazlândia;80;1800
5317;Riacho Fundo;65;13000
5316;Lago Sul;46;7000
5246;Formosa;69;4200
5242;Alexânia;56;950
5333;Arniqueira;56;600
5328;Itapoã;28;1800
5241;Águas Lindas de Goiás;75;2000
5330;Vicente Pires;84;1412
5317;Riacho Fundo;57;3000
5309;Ceilândia;72;4320
5332;Sol Nascente / Pôr do Sol;31;800
5308;Núcleo Bandeirante;64;1412
5309;Ceilândia;49;1570
5323;Varjão;51;1320
5246;Formosa;70;1422
5246;Formosa;68;1422
5244;Cristalina;23;900
5301;Plano Piloto;33;15300
5249;Padre Bernardo;38;1000
5249;Padre Bernardo;16;50
5313;Santa Maria;69;1320
5313;Santa Maria;76;1320
5325;SCIA;44;912
5335;Água Quente;39;850
5249;Padre Bernardo;18;1320
5309;Ceilândia;71;1302
5309;Ceilândia;59;1302
5312;Samambaia;19;1625
5312;Samambaia;73;1320
5312;Samambaia;15;250
5301;Plano Piloto;77;30000
5301;Plano Piloto;77;10000
5243;Cidade Ocidental;47;440
5244;Cristalina;85;3424
5303;Taguatinga;70;5700
5330;Vicente Pires;80;1412
5328;Itapoã;72;1700
5243;Cidade Ocidental;16;112
5242;Alexânia;47;830
5241;Águas Lindas de Goiás;37;600
5331;Fercal;44;1500
5301;Plano Piloto;70;15000
5301;Plano Piloto;93;25000
5241;Águas Lindas de Goiás;50;3650
5241;Águas Lindas de Goiás;46;5150
5241;Águas Lindas de Goiás;15;600
5243;Cidade Ocidental;64;2000
5317;Riacho Fundo;57;5000
5317;Riacho Fundo;56;800
5242;Alexânia;21;800
5310;Guará;71;1168
5248;Novo Gama;46;1320
5242;Alexânia;39;1412
5242;Alexânia;65;1412
5242;Alexânia;37;1412
5304;Brazlândia;64;2800
5251;Santo Antônio do Descoberto;62;600
5242;Alexânia;54;600
5302;Gama;62;250
5302;Gama;88;1412
5325;SCIA;31;650
5301;Plano Piloto;74;2000
5314;São Sebastião;22;1500
5314;São Sebastião;21;1500
5241;Águas Lindas de Goiás;30;2675
5330;Vicente Pires;87;1412
5249;Padre Bernardo;64;1355
5249;Padre Bernardo;77;1412
5304;Brazlândia;41;850
5301;Plano Piloto;71;17000
5311;Cruzeiro;66;1980
5330;Vicente Pires;32;2000
5250;Planaltina de Goiás;35;1300
5250;Planaltina de Goiás;30;300
5301;Plano Piloto;46;32000
5301;Plano Piloto;42;27000
5334;Arapoanga;17;250
5331;Fercal;45;600
5325;SCIA;22;3000
5306;Planaltina;61;1320
5326;Sobradinho II;70;14000
5243;Cidade Ocidental;38;600
5241;Águas Lindas de Goiás;14;50
5324;Park Way;68;15500
5324;Park Way;66;16300
5330;Vicente Pires;69;1412
5328;Itapoã;45;750
5325;SCIA;29;900
5309;Ceilândia;34;1050
5245;Cocalzinho de Goiás;16;112
5251;Santo Antônio do Descoberto;31;650
5314;São Sebastião;28;750
5247;Luziânia;18;1320
5314;São Sebastião;65;2824
5302;Gama;49;1300
5307;Paranoá;60;250
5243;Cidade Ocidental;79;1720
5320;Águas Claras;65;18000
5330;Vicente Pires;58;1412
5330;Vicente Pires;56;1412
5331;Fercal;50;1412
5322;Sudoeste e Octogonal;76;8000
5322;Sudoeste e Octogonal;70;4000
5241;Águas Lindas de Goiás;15;1411
5247;Luziânia;43;3750
5245;Cocalzinho de Goiás;42;600
5315;Recanto Das Emas;68;1800
5244;Cristalina;75;4900
5244;Cristalina;62;2100
5250;Planaltina de Goiás;73;1320
5332;Sol Nascente / Pôr do Sol;50;700
5332;Sol Nascente / Pôr do Sol;56;150
5318;Lago Norte;41;700
5244;Cristalina;27;530
5244;Cristalina;39;1412
5316;Lago Sul;65;7000
5309;Ceilândia;30;950
5307;Paranoá;64;1000
5310;Guará;76;5800
5301;Plano Piloto;76;9000
5301;Plano Piloto;73;9000
5313;Santa Maria;21;900
5249;Padre Bernardo;32;1700
5249;Padre Bernardo;30;1000
5330;Vicente Pires;40;600
5301;Plano Piloto;23;5800
5307;Paranoá;68;6800
5305;Sobradinho;69;5000
5301;Plano Piloto;27;13350
5301;Plano Piloto;78;5800
5301;Plano Piloto;72;10000
5242;Alexânia;75;4000
5325;SCIA;69;2640
5244;Cristalina;33;700
5311;Cruzeiro;61;7000
5246;Formosa;49;1730
5242;Alexânia;68;1412
5242;Alexânia;58;1412
5249;Padre Bernardo;70;4000
5242;Alexânia;59;1412
5332;Sol Nascente / Pôr do Sol;73;1412
5319;Candangolândia;27;800
5314;São Sebastião;20;1150
5333;Arniqueira;72;15000
5316;Lago Sul;50;14000
5316;Lago Sul;83;15000
5319;Candangolândia;61;1350
5248;Novo Gama;63;1320
5301;Plano Piloto;43;27000
5333;Arniqueira;42;700
5333;Arniqueira;45;1200
5307;Paranoá;59;1400
5301;Plano Piloto;59;25000
5301;Plano Piloto;60;4000
5249;Padre Bernardo;68;2600
5246;Formosa;38;600
5333;Arniqueira;31;400
5325;SCIA;64;1400
